iteration,elapsed_seconds,objective_value
0,0.0,23101
12,0.04758258303627372,23368
13,0.0505611669505015,23417
14,0.054185417015105486,23449
16,0.05795516702346504,23713
17,0.060211542062461376,23805
19,0.06993845803663135,23928
20,0.0726004169555381,24076
22,0.08370262500829995,24111
26,0.0962136669550091,24426
30,0.12851716706063598,24571
31,0.13076937501318753,24834
32,0.1326822079718113,24909
34,0.1421972500393167,25101
36,0.1478848330443725,25143
43,0.1904244580073282,25157
46,0.2007262499537319,25246
47,0.20310675003565848,25347
63,0.2884364170022309,25494
69,0.321738125057891,25701
104,0.4631179169518873,25734
106,0.47025741694960743,25797
156,0.7522574169561267,25927
167,0.7939536250196397,25995
168,0.7966930830152705,26112
169,0.8001669170334935,26297
179,0.8362074580509216,26339
196,0.9037838330259547,26452
212,0.9689962499542162,26483
215,0.9838055419968441,26516
222,1.0025059999898076,26596
226,1.0260956670390442,26665
231,1.044919666950591,26682
235,1.0577931250445545,26707
241,1.0963968329597265,26829
244,1.1041187080554664,26832
246,1.1113772919634357,26900
251,1.1284746669698507,26936
254,1.1373235000064597,26991
258,1.1531322499504313,27070
259,1.154504582984373,27086
354,1.50615991698578,27139
355,1.508919958025217,27142
357,1.5124857079936191,27243
358,1.51624979195185,27264
406,1.6713246250292286,27287
408,1.6776937920367345,27297
416,1.7107992500532418,27359
449,1.8412625830387697,27396
452,1.8574470420135185,27573
479,1.9572070830035955,27704
518,2.1196309169754386,27716
552,2.265541124972515,27769
572,2.324759416980669,27836
1405,5.5472751669585705,27869
2101,8.140683957957663,27883
2175,8.457371167023666,27938
2177,8.463462625048123,27959
2182,8.47635133296717,27968
2183,8.480920791975223,28057
2730,10.463066958007403,28060
2731,10.46524487505667,28082
2812,10.731995166977867,28205
2813,10.734970374964178,28262
2871,10.941595667041838,28290
2876,10.95965412503574,28331
3927,14.498149125021882,28332
3929,14.505000708042644,28344
3969,14.650370792020112,28352
3971,14.659496292006224,28388
3972,14.66300791699905,28390
3973,14.66477470798418,28478
4236,15.579008750035428,28501
4244,15.601143041974865,28511
4254,15.632559332996607,28534
4256,15.639707791968249,28546
4823,17.581960125011392,28548
4825,17.586903542047366,28603
4909,17.88413716701325,28643
4910,17.88640383305028,28653
4911,17.889094374957494,28694
4944,18.00268816703465,28708
4950,18.016631333041005,28740
4956,18.042083292035386,28769
4993,18.180781167000532,28786
6625,23.753681708010845,28787
6643,23.81139816704672,28796
6652,23.843784917029552,28838
6656,23.853413542034104,28841
6698,23.977919541997835,28872
6711,24.01919495803304,28886
6714,24.029647708055563,28947
6718,24.04352683306206,29002
9005,31.642337374971248,29009
9007,31.647332375054248,29020
9015,31.672695499961264,29037
