iteration,elapsed_seconds,objective_value
0,0.0,9708
11,0.013341041980311275,9777
17,0.018737750011496246,9824
18,0.0192596249980852,9861
19,0.01976837497204542,9979
20,0.020704374997876585,10062
30,0.032092583016492426,10078
32,0.03382604196667671,10134
34,0.03603237506467849,10176
36,0.0377464999910444,10246
41,0.04330675001256168,10301
44,0.04645079199690372,10304
46,0.047485167044214904,10325
57,0.05751512502320111,10327
58,0.0582030420191586,10341
59,0.05865725001785904,10350
60,0.05923350004013628,10392
62,0.06068729201797396,10478
63,0.0617365000071004,10531
68,0.0664363750256598,10570
69,0.06758083298336715,10582
71,0.07047387503553182,10608
73,0.07205337495543063,10739
77,0.07682924997061491,10773
80,0.07907554204575717,10776
90,0.08851583302021027,10828
93,0.09142745798453689,10834
96,0.09423358296044171,10848
99,0.09894208295736462,10920
100,0.09946870803833008,10996
101,0.09996937506366521,11016
103,0.1021175830392167,11064
105,0.1049188330071047,11137
108,0.11226733296643943,11154
111,0.11587850004434586,11277
116,0.11979487503413111,11310
125,0.13124591705854982,11380
128,0.13393337500747293,11420
132,0.1409491669619456,11438
169,0.1891598750371486,11528
173,0.19521708297543228,11576
188,0.21084829198662192,11586
191,0.21451770805288106,11592
193,0.21697137504816055,11646
194,0.21758058306295425,11688
225,0.2522902500350028,11718
242,0.2694527499843389,11725
276,0.30711429205257446,11734
291,0.3232062499737367,11749
294,0.32637333299499005,11785
296,0.32853962504304945,11860
329,0.36457770806737244,11886
337,0.37198937498033047,11893
339,0.37498079205397516,11950
357,0.39507400000002235,11960
443,0.4941992500098422,11981
449,0.5015002499567345,11982
450,0.5023341670166701,12025
660,0.7397733749821782,12042
669,0.7516907920362428,12082
674,0.7566339999902993,12099
675,0.7573875830275938,12120
677,0.760379874962382,12122
689,0.7730083330534399,12142
705,0.7945909580448642,12149
710,0.8021657500648871,12167
752,0.8500800000037998,12178
759,0.8579934999579564,12184
785,0.8849540420342237,12185
866,0.9826553750317544,12193
970,1.094208125025034,12202
979,1.1031786249950528,12206
985,1.1097303749993443,12211
987,1.111408167053014,12234
1020,1.1490583330160007,12241
1489,1.6500640000449494,12244
2911,3.152271082974039,12282
2912,3.1536319999722764,12339
3125,3.377363833016716,12348
3131,3.3843317920109257,12362
3137,3.3922949580010027,12369
3138,3.3929565419675782,12385
3161,3.41746562498156,12390
5647,6.091172541957349,12399
5649,6.093117250013165,12404
5654,6.098019500030205,12411
5665,6.112801125040278,12419
5669,6.117458833032288,12429
5893,6.367107416968793,12432
5909,6.3839650000445545,12450
5912,6.386344542028382,12452
8565,9.316283541964367,12458
9676,10.537569832988083,12467
11613,12.662482499959879,12483
11614,12.662888917024247,12489
11625,12.676404458004981,12511
11630,12.680569124990143,12514
11641,12.692069874959998,12522
11646,12.695507999975234,12535
11648,12.697872292017564,12548
11666,12.718411208014004,12561
13379,14.570788666955195,12575
13380,14.57150191697292,12594
14782,16.11736233299598,12603
14786,16.123908875044435,12635
14805,16.144870375050232,12636
14808,16.14746929204557,12641
35094,37.574909958057106,12642
35225,37.71087579196319,12650
35246,37.737440624972805,12656
35251,37.74322775006294,12678
35348,37.84910104202572,12681
35556,38.07078512501903,12683
35558,38.07197054196149,12687
35565,38.079383832984604,12715
35567,38.081885542022064,12722
35579,38.09661254205275,12723
43050,45.9830932499608,12743
43057,45.990663832984865,12758
51883,55.605336750042625,12771
52302,56.063246833044104,12779
52333,56.10105900000781,12786
52339,56.108059374964796,12802
53138,56.97597733302973,12809
53289,57.14314125000965,12822
61336,65.89005458296742,12824
61385,65.94434945797548,12849
61387,65.94584620802198,12858
69202,74.35962450003717,12866
69680,74.8693590000039,12868
69736,74.92427620803937,12870
69755,74.94635320804082,12873
78328,84.2567285830155,12878
81021,87.14059149997775,12893
83024,89.25874229206238,12898
83374,89.61495533306152,12899
83389,89.63001058297232,12903
83393,89.63338254205883,12904
83413,89.6553191250423,12914
83844,90.11253204196692,12918
83847,90.11544179206248,12919
94391,101.46770458295941,12928
115280,123.83416924998164,12937
115799,124.35233020805754,12950
140855,151.08982716698665,12971
293790,317.84987508296035,12978
