iteration,elapsed_seconds,objective_value
0,0.0,21708
3,0.013250499963760376,21839
5,0.017235749983228743,21952
7,0.033593792002648115,22409
10,0.04216025001369417,22481
11,0.046234166948124766,22483
14,0.0657031669979915,22503
16,0.07189908402506262,22795
17,0.07536508399061859,22883
18,0.08174316701479256,22905
19,0.0848100419389084,22947
20,0.08745491702575237,23036
21,0.08919758396223187,23262
24,0.09879125002771616,23287
25,0.10101054201368243,23398
29,0.12011233402881771,23535
30,0.12384729203768075,23622
36,0.14466766698751599,23737
39,0.18394570902455598,23782
40,0.18678995897062123,23947
43,0.20053758402355015,24024
44,0.2033312499988824,24090
45,0.20886487502139062,24237
46,0.21280729200225323,24600
47,0.22206266701687127,24605
48,0.22353870898950845,24797
51,0.24090166704263538,24883
52,0.2435003339778632,24924
53,0.24521029205061495,25078
54,0.24682387500070035,25250
55,0.2502220419701189,25417
56,0.2528440000023693,25446
70,0.3238872919464484,25548
74,0.34572795894928277,25575
75,0.35830650001298636,25732
76,0.36657716694753617,25883
83,0.4080726249376312,26034
84,0.4108014589874074,26043
86,0.41677604196593165,26264
88,0.424608959001489,26332
89,0.42898395902011544,26372
91,0.43449179199524224,26420
94,0.44255445897579193,26487
109,0.5106212500249967,26539
111,0.5222903749672696,26547
118,0.556119209039025,26556
136,0.6542475420283154,26673
154,0.746167124947533,26696
155,0.7503145840018988,26760
156,0.7545544999884441,26835
177,0.9009985419688746,26853
178,0.9060356250265613,26891
184,0.9359879590338096,26932
190,0.9805196670349687,26959
197,1.030403041979298,27100
201,1.0550222089514136,27146
204,1.0720507090445608,27198
205,1.0745193749899045,27256
211,1.1136239590123296,27289
217,1.1456730000209063,27365
225,1.1767939999699593,27427
227,1.1818904590327293,27452
230,1.1911591669777408,27461
231,1.194645541952923,27555
257,1.2983440000098199,27657
264,1.3483081669546664,27786
265,1.3499485839856789,27921
270,1.3673734590411186,27952
273,1.3761285420041531,27956
275,1.382164750015363,28023
286,1.4850170420249924,28054
294,1.518695916980505,28061
303,1.5538046669680625,28181
304,1.5569879170507193,28312
327,1.6463047920260578,28319
330,1.6559317089850083,28321
332,1.6614403340499848,28349
398,1.907463041949086,28418
399,1.910293583991006,28464
401,1.9161307089962065,28492
412,1.9519319590181112,28522
414,1.9570801249938086,28557
428,2.020523166982457,28576
442,2.0773295420221984,28606
445,2.084357167012058,28639
447,2.097968874964863,28772
451,2.108271999983117,28828
508,2.349007959011942,28858
509,2.3505056670401245,28921
511,2.358637416968122,28926
525,2.408067208947614,28998
601,2.748078624950722,29023
604,2.7604356670053676,29075
1140,4.82845712499693,29097
1146,4.845416666939855,29151
1150,4.868614334031008,29155
1153,4.889446499990299,29160
1154,4.891523041995242,29170
1155,4.8936843749834225,29247
1161,4.913565541966818,29260
1173,4.955282708979212,29269
1175,4.9610749169951305,29319
1176,4.96505795896519,29328
1250,5.268677292042412,29389
1400,5.805025500012562,29431
1457,6.014543500030413,29499
1463,6.039461125037633,29552
1477,6.0903083339799196,29560
1495,6.164624416967854,29564
1521,6.269993541995063,29575
1523,6.2765242089517415,29596
1529,6.299846083973534,29642
1530,6.302500459016301,29673
1535,6.32212454196997,29700
1733,7.121060208999552,29811
1766,7.233241459005512,29817
