iteration,elapsed_seconds,objective_value
0,0.0,5504
17,0.014917041058652103,5550
19,0.016480457969009876,5565
21,0.018123083049431443,5737
22,0.01877650001551956,5813
26,0.02328187506645918,5832
27,0.02466608304530382,5846
29,0.026163875008933246,5978
30,0.026892040972597897,6004
32,0.029072916018776596,6059
33,0.029814166016876698,6062
35,0.031194707960821688,6206
41,0.03548104106448591,6240
42,0.03642483300063759,6306
43,0.03728225000668317,6435
45,0.039065125049091876,6519
56,0.048709125025197864,6521
58,0.05064241599757224,6559
59,0.051780708017759025,6585
61,0.0536685410188511,6607
74,0.06367845798376948,6612
77,0.0663694579852745,6618
78,0.06711804098449647,6684
80,0.06867575005162507,6696
85,0.0764907500706613,6731
86,0.0773882910143584,6791
88,0.07893270801287144,6808
112,0.10827233304735273,6814
124,0.11960874998476356,6883
125,0.1201863749884069,6901
129,0.12330683297477663,6915
134,0.1274784579873085,6933
135,0.12822537496685982,6966
136,0.12890333298128098,6980
138,0.13046400004532188,7025
141,0.1325487500289455,7055
316,0.30342733301222324,7067
318,0.3047379159834236,7184
324,0.3093316659796983,7187
782,0.7355104580055922,7197
785,0.7376218329882249,7254
788,0.7408280000090599,7285
789,0.7412634580396116,7290
1601,1.4527362909866497,7318
4412,3.8449615830322728,7334
4442,3.8757209159666672,7336
4493,3.9304704579990357,7341
4496,3.93214925006032,7344
4725,4.131772374967113,7373
4736,4.140552500030026,7375
4738,4.1417826659744605,7385
4775,4.175580625073053,7390
4785,4.186732582980767,7410
4940,4.324001458007842,7412
4951,4.335175749962218,7426
7597,6.674080541008152,7428
8406,7.460627375054173,7429
8410,7.464622333063744,7452
8508,7.558035540976562,7456
8509,7.559199666022323,7479
13781,12.439792250050232,7486
13787,12.44625308306422,7521
26253,23.685625041020103,7533
76152,66.1612273750361,7540
79386,69.06713866605423,7541
79534,69.19168754096609,7545
79541,69.19575183303095,7553
95728,83.40651683299802,7560
154459,134.3125623749802,7567
154551,134.3929164999863,7570
171929,149.4798743330175,7572
365278,319.11039866600186,7573
