iteration,elapsed_seconds,objective_value
0,0.0,8331
1,0.0008197500137612224,8353
4,0.00420670909807086,8452
8,0.008765292004682124,8455
10,0.010471833986230195,8587
11,0.011238834005780518,8744
14,0.014174792100675404,8857
16,0.01657533401157707,8934
18,0.01879087509587407,8995
20,0.020469625014811754,9019
21,0.021180000039748847,9032
24,0.025663250009529293,9214
27,0.028639208991080523,9223
30,0.030702584073878825,9294
31,0.031543291988782585,9336
33,0.03391195903532207,9476
38,0.03991333406884223,9591
40,0.04180937504861504,9602
45,0.0483480840921402,9611
51,0.0538877920480445,9617
52,0.05457154207397252,9661
53,0.05544762499630451,9672
54,0.05626375006977469,9674
56,0.058801084058359265,9686
59,0.061157334013842046,9755
67,0.06751554203219712,9846
92,0.09703237505163997,9854
93,0.09814283403102309,10015
94,0.09906354208942503,10027
111,0.11912637506611645,10092
115,0.12571495899464935,10114
117,0.1272572500165552,10205
122,0.1338604170596227,10263
126,0.1384768340503797,10324
127,0.13943083409685642,10366
149,0.16218916699290276,10419
152,0.16584058408625424,10443
174,0.1919451670255512,10469
175,0.19278041704092175,10497
193,0.2164160000393167,10564
199,0.22156362503301352,10605
201,0.2237397920107469,10625
210,0.23530175001360476,10655
211,0.23601487500127405,10674
212,0.237493333988823,10688
244,0.27282979199662805,10725
247,0.27559283399023116,10729
248,0.27598533406853676,10732
250,0.27757162507623434,10775
289,0.3203180000418797,10778
290,0.3211869590450078,10785
293,0.32554687501396984,10880
527,0.5960992500185966,10891
528,0.59669116709847,10933
546,0.6208479170454666,10949
781,0.8703836670611054,10979
785,0.8754632089985535,10992
813,0.9119455420877784,10995
844,0.9477289590286091,10998
936,1.0466068340465426,11006
980,1.096197875100188,11013
984,1.1010194170521572,11026
985,1.1025180420838296,11059
1009,1.1256275420309976,11064
1024,1.1441762500908226,11098
1035,1.1592105840099975,11124
1229,1.3707316250074655,11155
1467,1.6382914170389995,11176
1662,1.8557081250473857,11189
1665,1.8592414170270786,11226
1676,1.8717178750084713,11239
1678,1.8737987499916926,11245
2121,2.3403710840502754,11281
2127,2.347692875075154,11293
2800,3.058824584004469,11294
2801,3.0597420420963317,11320
3490,3.760114000062458,11361
3552,3.8216362920356914,11369
3554,3.8232081250753254,11408
3556,3.8243172090733424,11416
3578,3.845479250070639,11444
3596,3.862154792062938,11470
6555,7.0111855420982465,11478
16596,16.890088792075403,11480
37011,36.920629500062205,11514
44180,43.876189375063404,11515
50534,50.14568387507461,11530
50628,50.22618458408397,11560
58314,57.548933375044726,11565
58364,57.60082145908382,11569
58715,57.93233212502673,11576
58951,58.15087279200088,11600
70134,69.0882062499877,11604
71493,70.43865391705185,11608
73419,72.39390975004062,11641
73951,72.91513037506957,11658
74032,72.99333058402408,11660
126598,125.01568825007416,11684
129488,127.91733312502038,11698
129623,128.04770316707436,11715
140496,138.95945050008595,11717
141386,139.85902762506157,11723
281887,280.06982962507755,11736
281892,280.0741558340378,11770
